CanonicalModelId,Brand,Model,PublicFamily,PrimaryCategory,Paddle,SpeedGeneration,Drive,Release,Hold,Forgiveness,Stability,Sensitivity,Glide,WeakWaves,PowerfulWaves,BeachBreak,PointBreak,ReefBreak,MinimumAbility,SourceMethod,PhysicalConfidence,BehaviourConfidence,ReviewRequired,ReviewNotes
7811,DHD,Mini Twin II,daily_driver,hybrid_shortboard,8,9,9,9,7,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow tail. Applied governed evidence rule: channels.
7814,DHD,Nexus,daily_driver,hybrid_shortboard,7,7,7,7,6,7,7,7,5,7,6,8,7,6,progressing,manufacturer_inference,medium,medium,False,
7813,DHD,Nexus EPS,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7822,DHD,Phoenix,daily_driver,performance_daily_driver,6,7,7,7,7,7,7,7,5,6,7,8,7,8,intermediate,manufacturer_inference,medium,medium,False,
7817,DHD,Phoenix EPS Swallow Tail,daily_driver,hybrid_shortboard,7,7,7,7,6,7,7,7,5,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7810,DHD,Phoenix Flight EPS,step_up,step_up,7,7,10,5,9,4,5,8,6,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,
7818,DHD,Sandman,step_up,step_up,6,7,9,5,9,5,6,7,5,4,8,5,8,8,intermediate,manufacturer_inference,medium,medium,False,
7815,DHD,SG No.8,step_up,step_up,6,7,10,5,9,4,5,8,5,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,
7804,DHD,Sweet Spot 4.0,step_up,step_up,6,7,9,5,9,5,6,7,5,3,8,5,8,8,intermediate,manufacturer_inference,medium,medium,False,
7819,DHD,The Twin,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7808,DHD,Utopia,performance_shortboard,performance_shortboard,5,7,8,8,8,4,4,9,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,
3717,DMS Surfboards,Carny,daily_driver,daily_driver,7,7,7,7,7,7,7,7,5,6,6,9,7,7,progressing,manufacturer_inference,medium,medium,False,
3712,DMS Surfboards,Gherkin,daily_driver,hybrid_shortboard,9,9,7,9,6,8,8,7,6,9,5,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: low rocker. Applied governed evidence rule: vee.
3713,DMS Surfboards,Seahawk,daily_driver,hybrid_shortboard,9,9,7,9,6,8,8,7,6,9,5,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: low rocker. Applied governed evidence rule: vee.
3714,DMS Surfboards,Stilnox,daily_driver,hybrid_shortboard,7,8,7,8,8,7,7,10,6,5,7,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: more rocker. Applied governed evidence rule: refined rails.
3718,DMS Surfboards,Supercell,daily_driver,hybrid_shortboard,8,8,7,9,7,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
3716,DMS Surfboards,Thunderbird,daily_driver,hybrid_shortboard,9,9,7,9,6,8,8,7,6,9,5,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: low rocker. Applied governed evidence rule: vee.
3719,DMS Surfboards,X-Wing,daily_driver,hybrid_shortboard,8,8,8,8,7,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: channels.
3715,DMS Surfboards,Zephyr,daily_driver,hybrid_shortboard,9,9,7,9,6,8,8,7,6,9,5,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: low rocker. Applied governed evidence rule: vee.
7968,Firewire,Boss Up,mid_length,mid_length,8,7,7,5,7,7,8,5,9,6,6,7,8,7,beginner,manufacturer_inference,medium,medium,False,
7961,Firewire,Dominator 2.0,daily_driver,daily_driver,7,7,7,8,7,7,7,7,5,6,6,9,7,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: v out the tail.
7958,Firewire,Dominator Pro,daily_driver,daily_driver,7,8,7,8,7,7,7,7,5,6,8,8,8,8,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7954,Firewire,DRK,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7959,Firewire,FRK Swallow,daily_driver,hybrid_shortboard,8,9,8,9,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow tail.
7970,Firewire,FRK+,performance_shortboard,performance_shortboard,5,8,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,
7965,Firewire,Great White Twin,groveller,performance_twin,6,8,7,8,7,5,5,8,5,6,7,7,7,8,intermediate,manufacturer_inference,medium,medium,False,Curated public-family authority: High-performance grovelling and weak-wave speed generation are the explicit primary role.
7976,Firewire,Greedy Beaver,mid_length,mid_length,10,7,8,4,9,7,9,5,9,6,7,7,8,7,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: rounded pin. Applied governed evidence rule: paddle power.
7963,Firewire,Groove,performance_shortboard,performance_shortboard,4,8,9,9,9,3,3,10,3,2,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: more rocker.
7966,Firewire,Machadocado,fish,performance_fish,7,8,7,7,7,7,7,7,5,7,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,
7971,Firewire,Mashup,fish,performance_fish,7,8,7,7,7,7,7,7,5,8,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,
7956,Firewire,Mindcraft,performance_shortboard,performance_twin,6,8,7,8,7,5,5,8,5,6,7,7,7,8,intermediate,manufacturer_inference,medium,medium,False,
7960,Firewire,Neutrino,daily_driver,hybrid_shortboard,8,9,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
7964,Firewire,Revo Max,mid_length,mid_length,9,7,7,6,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
7967,Firewire,S Boss,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7973,Firewire,Sci-Fi 2.0,performance_shortboard,performance_shortboard,5,8,8,8,8,4,4,9,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
7972,Firewire,Seaside,fish,performance_fish,8,9,8,8,7,7,7,7,6,7,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow.
7978,Firewire,Seaside & Beyond,fish,performance_fish,8,9,7,8,7,8,8,7,6,8,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,
7979,Firewire,Singleton,longboard,longboard,10,8,7,6,6,9,10,4,10,6,5,6,8,6,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
7957,Firewire,Spaceship,daily_driver,hybrid_shortboard,8,8,8,8,6,8,8,8,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7980,Firewire,Special T,longboard,longboard,10,6,8,5,6,9,10,5,10,6,5,6,8,6,beginner,manufacturer_inference,medium,medium,False,
7969,Firewire,Sweet Potato,groveller,groveller,7,9,7,8,5,8,8,5,5,8,3,8,5,4,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow.
7962,Firewire,Taylor Jensen Hull Rider,longboard,longboard,9,6,7,5,6,8,9,4,9,6,5,7,8,6,beginner,manufacturer_inference,medium,medium,False,
7982,Firewire,Taylor Jensen Pro,longboard,longboard,9,6,7,5,6,8,9,4,9,6,5,7,8,6,beginner,manufacturer_inference,medium,medium,False,
7974,Firewire,Taylor Jensen Pro Mid,mid_length,mid_length,10,8,7,5,7,8,9,5,10,8,5,6,8,7,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: flat rocker.
7983,Firewire,Taylor Jensen Pro V,longboard,longboard,10,6,7,6,6,9,10,4,10,6,5,6,8,6,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: v out the tail.
7975,Firewire,Taylor Jensen Twinzer,step_up,step_up,6,7,10,5,9,4,5,8,5,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,
7981,Firewire,The Gem,longboard,longboard,10,6,7,5,6,9,10,4,10,6,5,6,8,6,beginner,manufacturer_inference,medium,medium,False,
7955,Firewire,Xtra Cado,mid_length,mid_length,9,9,7,6,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
7985,Haydenshapes,Cannon,step_up,step_up,6,7,9,5,9,5,6,7,5,3,8,5,8,8,intermediate,manufacturer_inference,medium,medium,False,
7995,Haydenshapes,Holy Grail,daily_driver,performance_daily_driver,6,7,7,7,7,7,7,7,5,6,8,8,8,9,intermediate,manufacturer_inference,medium,medium,False,
7996,Haydenshapes,Holy Hypto,daily_driver,performance_daily_driver,9,8,8,8,7,7,8,7,7,6,7,8,8,8,intermediate,explicit_manufacturer,high,high,False,Applied governed evidence rule: longer rail. Applied governed evidence rule: paddle power. Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7997,Haydenshapes,Holy Hypto FutureFlex,daily_driver,hybrid_shortboard,10,9,9,9,6,8,9,8,8,7,6,9,8,6,progressing,explicit_manufacturer,high,high,False,Applied governed evidence rule: longer rail. Applied governed evidence rule: paddle power. Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7998,Haydenshapes,Hypto Krypto,daily_driver,hybrid_shortboard,8,7,7,7,6,8,7,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
8004,Haydenshapes,Merlot,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
8009,Haydenshapes,Nova,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
8011,Haydenshapes,Plunder,fish,traditional_fish,7,8,7,7,5,7,7,5,7,8,4,7,6,5,progressing,manufacturer_inference,medium,medium,False,
8012,Haydenshapes,Psychedelic Germ,daily_driver,hybrid_shortboard,8,9,8,8,6,8,8,8,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8013,Haydenshapes,Shred Sled,groveller,groveller,7,8,6,7,5,8,8,5,5,8,3,8,5,4,beginner,manufacturer_inference,medium,medium,False,
8014,Haydenshapes,Shred Sled King,step_up,step_up,6,7,10,5,9,4,5,8,5,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,
8015,Haydenshapes,Untitled,performance_shortboard,performance_shortboard,5,10,10,10,9,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow tail. Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
8016,Haydenshapes,Untitled V2,performance_shortboard,performance_shortboard,5,10,10,10,9,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow tail. Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7695,JS Industries,Big Baron,mid_length,mid_length,8,7,7,5,7,7,8,5,9,6,6,7,8,7,beginner,manufacturer_inference,medium,medium,False,
7704,JS Industries,Big Baron Easy Rider,groveller,softboard,9,7,5,5,4,10,10,3,7,8,3,8,5,4,beginner,manufacturer_inference,medium,medium,False,
7705,JS Industries,Big Baron Softboard,groveller,softboard,10,8,5,5,4,10,10,3,7,10,2,8,5,4,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: flatter rocker.
7686,JS Industries,Big Horse,step_up,step_up,6,7,10,5,9,4,5,8,5,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,
7696,JS Industries,Black Baron,fish,performance_fish,7,8,7,7,7,7,7,7,5,7,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,
7703,JS Industries,Black Eagle 2,performance_shortboard,performance_twin,6,8,7,8,7,5,5,8,5,6,7,7,7,8,intermediate,manufacturer_inference,medium,medium,False,
7697,JS Industries,Bull Run,daily_driver,daily_driver,7,7,7,7,7,7,7,7,5,6,6,8,7,7,progressing,manufacturer_inference,medium,medium,False,
7706,JS Industries,Bull Run Softboard,groveller,softboard,10,7,5,5,4,10,10,3,7,8,3,8,5,4,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: full nose.
7694,JS Industries,El Baron,performance_shortboard,performance_twin,5,8,7,8,8,5,5,9,5,4,8,7,7,8,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: more rocker.
7699,JS Industries,Flame Fish,fish,traditional_fish,7,8,7,7,5,7,7,5,7,8,4,7,6,5,progressing,manufacturer_inference,medium,medium,False,
7707,JS Industries,Flame Fish Softboard,groveller,softboard,9,7,5,5,4,10,10,3,7,8,3,8,5,4,beginner,manufacturer_inference,medium,medium,False,
7688,JS Industries,Forget Me Not 3,step_up,step_up,6,7,9,5,9,5,6,7,5,3,8,5,8,8,intermediate,manufacturer_inference,medium,medium,False,
7685,JS Industries,Forget Me Not 3 Step Up,step_up,step_up,6,7,9,5,9,5,6,7,5,3,8,5,8,8,intermediate,manufacturer_inference,medium,medium,False,
7687,JS Industries,Golden Child,daily_driver,performance_daily_driver,6,7,7,7,7,7,7,7,5,6,8,8,8,9,intermediate,manufacturer_inference,medium,medium,False,
7708,JS Industries,Golden Child Easy Rider,daily_driver,hybrid_shortboard,8,8,7,8,7,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7700,JS Industries,Golden Child Youth,performance_shortboard,performance_twin,6,8,7,8,7,5,5,8,5,6,7,7,7,8,intermediate,manufacturer_inference,medium,medium,False,
7689,JS Industries,Monsta,performance_shortboard,performance_shortboard,5,7,9,8,8,4,4,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,
7709,JS Industries,Monsta Easy Rider,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7701,JS Industries,Monsta Youth,performance_shortboard,performance_twin,6,8,7,8,7,5,5,8,5,6,7,7,7,8,intermediate,manufacturer_inference,medium,medium,False,
7683,JS Industries,Mother Trucker,step_up,step_up,9,7,10,5,9,4,6,8,6,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: paddle power.
7691,JS Industries,Raging Bull,daily_driver,performance_daily_driver,6,7,7,7,7,7,7,7,5,6,7,8,7,8,intermediate,manufacturer_inference,medium,medium,False,
7712,JS Industries,Raging Bull Easy Rider,daily_driver,hybrid_shortboard,8,8,7,8,7,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7690,JS Industries,Schooner,performance_shortboard,performance_shortboard,5,8,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,
7684,JS Industries,Step Off,step_up,step_up,6,7,10,5,9,4,5,8,5,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,
7698,JS Industries,Sub Xero,groveller,groveller,8,9,6,7,5,8,8,5,5,10,2,8,5,4,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: flat rocker.
7693,JS Industries,Xero Fusion,daily_driver,daily_driver,7,7,7,7,7,8,8,7,5,6,6,9,7,7,progressing,manufacturer_inference,medium,medium,False,
7711,JS Industries,Xero Fusion Easy Rider,groveller,groveller,8,8,6,7,5,9,9,5,6,10,3,8,5,4,beginner,manufacturer_inference,medium,medium,False,
7692,JS Industries,Xero Gravity,daily_driver,performance_daily_driver,6,7,7,7,7,7,7,7,5,6,8,9,8,9,intermediate,manufacturer_inference,medium,medium,False,
7710,JS Industries,Xero Gravity Easy Rider,daily_driver,hybrid_shortboard,7,7,7,7,6,7,7,7,5,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7702,JS Industries,Xero Gravity Youth,daily_driver,performance_twin,6,8,7,8,7,5,5,8,5,6,7,7,7,8,intermediate,manufacturer_inference,medium,medium,False,Curated public-family authority: The youth variant retains the Xero Gravity's all-round 2-to-6-foot role.
7825,Lost,3.0 Stub Driver,performance_shortboard,hybrid_shortboard,8,8,7,9,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,"Applied governed evidence rule: vee. Curated public-family authority: It is a stepped-down Driver 3.0 built for low-end high-performance surfing, not general-purpose versatility."
7826,Lost,3.0 Stub Thumb,performance_shortboard,performance_shortboard,5,8,9,9,8,4,4,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,
7827,Lost,3.0 Stub Thumb Driver,performance_shortboard,performance_shortboard,5,8,9,9,8,4,4,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,
7828,Lost,Beach Buggy 2,daily_driver,daily_driver,7,7,8,7,7,8,8,8,5,6,6,9,7,7,progressing,manufacturer_inference,medium,medium,False,
7829,Lost,Big Rig Driver,performance_shortboard,performance_fish,8,10,7,8,7,8,8,7,6,8,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Curated public-family authority: The model is explicitly a scaled high-performance Driver for larger surfers and not a fish.
7830,Lost,Cali Twin,fish,performance_twin,6,8,7,8,7,5,5,8,5,6,7,7,7,8,intermediate,explicit_manufacturer,high,high,False,"Curated public-family authority: The Mark Richards twin lineage, wide-forward planing area and small-wave speed keep fish DNA primary."
7831,Lost,Cali Twin Pin,performance_shortboard,performance_twin,8,9,9,8,9,5,6,8,5,6,8,7,7,8,intermediate,explicit_manufacturer,high,high,False,Applied governed evidence rule: rounded pin. Applied governed evidence rule: swallow tail. Applied governed evidence rule: paddle power.
7832,Lost,California Mid,mid_length,mid_length,10,9,9,6,7,8,9,5,10,6,6,6,9,7,beginner,explicit_manufacturer,high,high,False,Applied governed evidence rule: swallow tail. Applied governed evidence rule: longer rail. Applied governed evidence rule: single concave.
7833,Lost,Crowd Killer,mid_length,mid_length,8,7,7,5,7,7,8,5,9,6,6,7,8,7,beginner,manufacturer_inference,medium,medium,False,
7834,Lost,Crowd Killer Round,mid_length,mid_length,9,7,7,5,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,
7835,Lost,Double Up,mid_length,mid_length,9,7,7,5,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,
7836,Lost,Driver 2.0,performance_shortboard,performance_shortboard,5,7,8,8,8,5,5,8,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: boxy rails.
7837,Lost,Driver 2.0 Round,performance_shortboard,performance_shortboard,5,8,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,
7838,Lost,Driver 2.0 Squash,performance_shortboard,performance_shortboard,5,8,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,
7839,Lost,Driver 3.0 Grom,performance_shortboard,performance_twin,9,10,7,9,7,7,8,7,6,6,7,7,7,8,intermediate,explicit_manufacturer,high,high,False,Applied governed evidence rule: boxy rails. Applied governed evidence rule: paddle power. Applied governed evidence rule: single concave.
7840,Lost,Driver 3.0 Round,performance_shortboard,hybrid_shortboard,8,9,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Curated public-family authority: Elite-team competition development is the core design role.
7841,Lost,Driver 3.0 Squash,performance_shortboard,hybrid_shortboard,8,9,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Curated public-family authority: Elite-team competition development is the core design role.
7842,Lost,El Patron,step_up,performance_fish,10,10,7,9,7,8,9,7,6,8,6,7,6,7,progressing,explicit_manufacturer,high,high,False,Applied governed evidence rule: wide nose. Applied governed evidence rule: single concave. Applied governed evidence rule: vee. Curated public-family authority: The model is a high-volume performance step-up for larger or stronger surf. Task-approved public family governance: El Patron is published in Step Ups.
7843,Lost,Evil Twin,groveller,groveller,9,10,8,7,7,9,10,5,6,10,3,8,5,4,beginner,explicit_manufacturer,high,high,False,Applied governed evidence rule: flat rocker. Applied governed evidence rule: parallel outline. Applied governed evidence rule: rounded pin. Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7844,Lost,Formula 1 Round,daily_driver,hybrid_shortboard,8,8,8,7,8,8,8,7,6,7,7,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: round pin.
