brand,model,boardModelId,primaryLane,secondaryLanes,confidence,missingFields
JS Industries,Big Horse,7686,step_up,high_performance_shortboard; powerful_wave_board; travel_board,medium,waveRange; surferFit
JS Industries,Black Baron,7696,performance_fish,small_wave_fish; twin_fin_performance; point_break_fish,high,waveRange; surferFit
JS Industries,Black Eagle 2,7703,foil,,medium,waveRange; surferFit
JS Industries,Bull Run,7697,user_friendly_shortboard,forgiving_daily_driver,medium,waveRange; surferFit
JS Industries,Bull Run Softboard,7706,softboard,beginner_progression,medium,waveRange; surferFit
JS Industries,El Baron,7694,twin_fin_performance,performance_fish,medium,waveRange; surferFit
JS Industries,Flame Fish,7699,small_wave_fish,fish_hybrid,medium,waveRange; surferFit
JS Industries,Flame Fish Softboard,7707,softboard,beginner_progression,medium,waveRange; surferFit
JS Industries,Forget Me Not 3,7688,performance_step_up,barrel_board,medium,waveRange; surferFit
JS Industries,Forget Me Not 3 Step Up,7685,big_wave_step_up,travel_step_up; barrel_board,medium,waveRange; surferFit
JS Industries,Golden Child,7687,performance_daily_driver,high_performance_shortboard,medium,waveRange; surferFit
JS Industries,Golden Child Easy Rider,7708,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
JS Industries,Golden Child Youth,7700,youth,,medium,waveRange; surferFit
JS Industries,Monsta,7689,high_performance_shortboard,performance_daily_driver,high,
JS Industries,Monsta Easy Rider,7709,hybrid_daily_driver,one_board_quiver,low,surferFit
JS Industries,Monsta Youth,7701,youth,,medium,surferFit
JS Industries,Mother Trucker,7683,step_up,high_performance_shortboard; powerful_wave_board; travel_board,medium,waveRange; surferFit
JS Industries,Raging Bull,7691,performance_daily_driver,forgiving_daily_driver,medium,waveRange; surferFit
JS Industries,Raging Bull Easy Rider,7712,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
JS Industries,Schooner,7690,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
JS Industries,Step Off,7684,step_up,high_performance_shortboard; powerful_wave_board; travel_board,medium,waveRange; surferFit
JS Industries,Sub Xero,7698,high_volume_groveller,small_wave_speed_board,medium,waveRange; surferFit
JS Industries,Xero Fusion,7693,forgiving_daily_driver,one_board_quiver,medium,waveRange; surferFit
JS Industries,Xero Fusion Easy Rider,7711,groveller,weak_wave_board,medium,waveRange; surferFit
JS Industries,Xero Gravity,7692,performance_daily_driver,high_performance_shortboard,high,surferFit
JS Industries,Xero Gravity Easy Rider,7710,hybrid_daily_driver,one_board_quiver,low,surferFit
JS Industries,Xero Gravity Youth,7702,youth,,medium,surferFit
Lost,3.0 Stub Driver,7825,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,3.0 Stub Thumb,7826,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Lost,3.0 Stub Thumb Driver,7827,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Lost,Beach Buggy 2,7828,performance_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Big Rig Driver,7829,fish,weak_wave_board,medium,waveRange; surferFit
Lost,Cali Twin,7830,twin_fin_performance,modern_fish; point_break_fish,medium,waveRange; surferFit
Lost,Cali Twin Pin,7831,twin_fin_performance,point_break_fish,medium,waveRange; surferFit
Lost,California Mid,7832,mid_length,,medium,waveRange; surferFit
Lost,Crowd Killer,7833,cruisy_mid_length,performance_mid_length,medium,waveRange; surferFit
Lost,Crowd Killer Round,7834,mid_length,,low,waveRange; surferFit; designData
Lost,Double Up,7835,mid_length,,low,waveRange; surferFit
Lost,Driver 2.0,7836,high_performance_shortboard,performance_daily_driver,medium,waveRange; surferFit
Lost,Driver 2.0 Round,7837,high_performance_shortboard,powerful_wave_board,low,waveRange
Lost,Driver 2.0 Squash,7838,high_performance_shortboard,powerful_wave_board,low,waveRange
Lost,Driver 3.0 Grom,7839,youth,,medium,waveRange
Lost,Driver 3.0 Round,7840,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Driver 3.0 Squash,7841,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,El Patron,7842,fish,weak_wave_board,medium,waveRange; surferFit
Lost,Evil Twin,7843,groveller,twin_fin; weak_wave_board,low,waveRange; surferFit
Lost,Formula 1 Round,7844,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Formula 1 Squash,7845,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Glydra,7846,mid_length,,medium,waveRange; surferFit
Lost,Hydra,7847,high_volume_groveller,small_wave_speed_board,medium,waveRange; surferFit
Lost,Lazy Toy,7848,hybrid_daily_driver,one_board_quiver,medium,waveRange; surferFit
Lost,Little Wing,7849,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Lost,Maysym Goofy,7850,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Maysym Regular,7851,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Micks Tape Goofy,7852,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Micks Tape Regular,7853,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Micks Tape Sym,7854,fish,weak_wave_board,medium,waveRange; surferFit
Lost,Mini Driver (Re Issue),7855,step_up,powerful_wave_board; travel_board,medium,waveRange
Lost,Mod Quad,7856,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Lost,Party Crasher,7857,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit; designData
Lost,Party Platter,7858,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Pick Up Stick,7859,longboard,,medium,waveRange; surferFit
Lost,Pisces,7860,fish,weak_wave_board,medium,waveRange; surferFit
Lost,Pocket Rocket Round,7861,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Pocket Rocket Squash,7862,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Psycho Killer,7863,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Puddle Fish,7864,small_wave_fish,cruisy_fish,medium,waveRange; surferFit
Lost,Puddle Jumper,7865,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Puddle Jumper HP,7866,performance_groveller,small_wave_daily_driver,medium,waveRange; surferFit
Lost,Puddle Jumper Pro,7867,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Lost,Puddle Jumper Sting,7868,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Quiver Killer,7869,hybrid_daily_driver,one_board_quiver,medium,waveRange; surferFit
Lost,Rad Ripper,7870,performance_daily_driver,one_board_quiver,medium,waveRange
Lost,Rad Zapper,7871,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Retro Gun,7872,gun,powerful_wave_board; travel_board,medium,waveRange; surferFit
Lost,Retro Ripper,7873,performance_daily_driver,one_board_quiver,medium,waveRange; surferFit
Lost,Retro Tripper,7874,fish,weak_wave_board,medium,waveRange; surferFit
Lost,RNF 96,7875,modern_fish,small_wave_fish; performance_fish; twin_fin_performance; point_break_fish,high,waveRange; surferFit
Lost,RNF 96 King Fish,7876,mid_length,,medium,waveRange; surferFit
Lost,RNF 96 Long Toe,7877,fish,weak_wave_board,medium,waveRange; surferFit
Lost,RNF Redux,7878,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,RNF Retro,7879,traditional_fish,keel_fish; cruisy_fish,medium,waveRange; surferFit
Lost,RNF Twinzer '96Er,7880,fish,twin_fin; weak_wave_board,medium,waveRange; surferFit
Lost,Rocket Redux,7881,performance_step_up,barrel_board,medium,waveRange; surferFit
Lost,Round Up,7882,step_up,powerful_wave_board; travel_board,medium,waveRange; surferFit
Lost,RV,7883,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Sabotaj,7884,step_up,powerful_wave_board; travel_board,medium,waveRange; surferFit
Lost,Sabotaj Legacy,7885,step_up,powerful_wave_board; travel_board,medium,waveRange; surferFit
Lost,Smooth Operator,7886,mid_length,,medium,waveRange; surferFit
Lost,Smooth Operator Long Toe,7887,mid_length,,medium,waveRange; surferFit
Lost,Speed Demon,7888,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Step Driver,7889,step_up,powerful_wave_board; travel_board,medium,waveRange; surferFit
Lost,Sub Driver,7890,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Sub Driver 2.0,7891,performance_daily_driver,high_performance_shortboard,medium,waveRange; surferFit
Lost,Sub Driver 3.0 Swallow,7892,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Lost,Sub Driver Swallow Tail,7893,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Sub Scorcher Sting,7894,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Lost,Swordfish,7895,performance_fish,modern_fish,medium,waveRange; surferFit
Lost,Terrapin,7896,hybrid_daily_driver,one_board_quiver,medium,waveRange; surferFit
Lost,The Original Puddle Jumper,7897,groveller,weak_wave_board,medium,waveRange; surferFit
Lost,The Ripper Round,7898,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,The Ripper Squash,7899,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Tube Pig,7900,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Uber Driver,7901,forgiving_daily_driver,one_board_quiver,low,waveRange; surferFit
Lost,Uber Driver XL,7902,hybrid_daily_driver,one_board_quiver,low,waveRange
Lost,V3 Rocket,7903,small_wave_daily_driver,performance_groveller,medium,waveRange; surferFit
Misfit Shapes,(NEO) SPEED EGG,8049,softboard,beginner_progression,medium,waveRange; surferFit
Misfit Shapes,BEACH CLOUD,8045,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Misfit Shapes,BEACH METALL,8046,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Misfit Shapes,BEACH METALL RND,8047,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Misfit Shapes,BULL DOVE 2,8039,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Misfit Shapes,DOPE MACHINE,8044,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Misfit Shapes,DRIB,8040,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Misfit Shapes,ERASER HEAD,8042,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Misfit Shapes,FUNGZETTI,8041,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Misfit Shapes,LONGUS,8050,mid_length,,low,waveRange; surferFit
Misfit Shapes,SPEED EGG - DIAMOND TWIN,8048,mid_length,twin_fin,medium,waveRange; surferFit
Misfit Shapes,YANDINA SPEEDWAY,8043,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Pukas,Pegaso,8057,fish,weak_wave_board,medium,waveRange; surferFit
Pukas,Pukas All-Round Longboard,8059,longboard,,medium,waveRange; surferFit
Pukas,Pukas Beachy Mood,8060,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Pukas,Pukas Easy Mood,8061,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Pukas,Pukas Fish,8062,fish,weak_wave_board,medium,waveRange; surferFit
Pukas,Pukas Flying Diamond,8063,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Pukas,Pukas Hyperlink,8056,hybrid_daily_driver,one_board_quiver,medium,waveRange; surferFit
Pukas,Pukas Magnetic,8064,mid_length,,low,waveRange; surferFit
Pukas,Pukas Mustache,8065,fish,weak_wave_board,medium,
Pukas,Pukas Performance Mood,8058,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Pukas,Pukas Space Oddity,8066,performance_daily_driver,one_board_quiver,medium,waveRange; surferFit
Pukas,Pukas Water Lion,8068,step_up,powerful_wave_board; travel_board,medium,surferFit
Pukas,Pukas Water Lion Ultra,8067,hybrid_daily_driver,one_board_quiver,low,waveRange
Pyzel,Astro Glider,7793,fish,weak_wave_board,medium,surferFit
Pyzel,Astro Pop,7762,performance_fish,small_wave_fish; fish_hybrid,medium,waveRange; surferFit
Pyzel,Astro Pop XL,7786,groveller,hybrid_daily_driver; weak_wave_board,medium,waveRange; surferFit
Pyzel,Crisis Twin,7770,mid_length_twin,performance_mid_length,medium,waveRange; surferFit
Pyzel,Ghost,7761,performance_step_up,barrel_board; high_performance_shortboard,high,
Pyzel,Ghost Pro,7794,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Pyzel,Ghost Swallow,7791,hybrid_daily_driver,one_board_quiver,medium,waveRange; surferFit
Pyzel,Ghost XL,7785,high_performance_shortboard,powerful_wave_board,high,waveRange; surferFit
Pyzel,Gremlin,7768,forgiving_groveller,small_wave_fish; small_wave_daily_driver,medium,waveRange
Pyzel,Gremlin XL,7772,hybrid_daily_driver,one_board_quiver,medium,waveRange; surferFit
Pyzel,Happy Twin,7771,groveller,hybrid_daily_driver; twin_fin; weak_wave_board,medium,waveRange; surferFit
Pyzel,Highline,7788,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Pyzel,Mid Length Crisis,7790,mid_length,,medium,waveRange; surferFit
Pyzel,Mini Ghost Round,7763,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Pyzel,Mini Ghost Squash,7764,performance_daily_driver,step_down_shortboard,medium,waveRange; surferFit
Pyzel,Next Step,7782,performance_step_up,barrel_board,medium,waveRange; surferFit
Pyzel,Padillac,7781,big_wave_step_up,travel_step_up,medium,waveRange; surferFit
Pyzel,Phantom,7787,performance_daily_driver,high_performance_shortboard; one_board_quiver,high,waveRange; surferFit
Pyzel,Phantom Round,7797,hybrid_daily_driver,one_board_quiver,medium,waveRange; surferFit
Pyzel,Phantom Squash,7798,hybrid_daily_driver,one_board_quiver,medium,waveRange; surferFit
Pyzel,Phantom XL,7773,hybrid_daily_driver,performance_daily_driver; one_board_quiver,high,waveRange; surferFit
Pyzel,Power Tiger,7769,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Pyzel,Power Tiger Grom,7765,youth,,medium,waveRange; surferFit
Pyzel,Power Tiger XL,7767,groveller,hybrid_daily_driver; weak_wave_board,medium,waveRange; surferFit
Pyzel,Precious,7776,hybrid_daily_driver,one_board_quiver,medium,surferFit
Pyzel,Puerto Padi,7777,gun,step_up; powerful_wave_board; travel_board,medium,waveRange; surferFit
Pyzel,Pyzalien,7799,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Pyzel,Pyzalien 2,7789,performance_daily_driver,one_board_quiver,medium,waveRange
Pyzel,Pyzalien 2 XL,7784,performance_daily_driver,one_board_quiver; beginner_progression,medium,waveRange
Pyzel,Radius,7795,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Pyzel,Radius Prime Round,7775,high_performance_shortboard,powerful_wave_board,medium,surferFit
Pyzel,Radius Prime Squash,7774,high_performance_shortboard,powerful_wave_board,medium,surferFit
Pyzel,Red Tiger,7778,high_performance_shortboard,performance_daily_driver,medium,surferFit
Pyzel,Red Tiger XL,7779,hybrid_daily_driver,one_board_quiver; beginner_progression,medium,
Pyzel,Score Lord,7760,hybrid_daily_driver,one_board_quiver,medium,
Pyzel,Shadow,7796,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Pyzel,Shadow XL,7792,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Pyzel,Tank,7800,gun,step_up; powerful_wave_board; travel_board,medium,waveRange; surferFit
Pyzel,Tiger Twin,7766,twin_fin_performance,modern_fish,medium,waveRange; surferFit
Pyzel,White Tiger,7780,hybrid_daily_driver,forgiving_daily_driver,medium,waveRange; surferFit
Pyzel,Wildcat,7783,hybrid_daily_driver,one_board_quiver,medium,waveRange; surferFit
Rusty,1984,7904,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Rusty,419 Fish,7905,performance_fish,small_wave_fish,medium,waveRange; surferFit
Rusty,421 Fish,7906,traditional_fish,small_wave_fish,medium,waveRange
Rusty,Bali Single,7907,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Rusty,Barking Spider,7908,hybrid_daily_driver,one_board_quiver,medium,waveRange; surferFit
Rusty,Big Cat,7909,mid_length,,low,waveRange; surferFit
Rusty,Blackbird,7910,performance_step_up,barrel_board,medium,waveRange; surferFit
Rusty,Blade,7911,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit; designData
Rusty,D Min,7912,fish,weak_wave_board,medium,waveRange; surferFit
Rusty,Desert Island,7913,mid_length,,low,waveRange; designData
Rusty,Dozer,7914,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Rusty,Dwart,7915,fish_hybrid,cruisy_fish,medium,waveRange; surferFit
Rusty,Dwart Too,7916,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Rusty,Egg,7917,mid_length,,medium,waveRange; surferFit
Rusty,Egg Not,7918,mid_length,,medium,waveRange; surferFit
Rusty,El Dorado,7919,longboard,,medium,waveRange; surferFit
Rusty,Enough Said,7920,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Rusty,Express,7921,mid_length,,low,waveRange; surferFit; designData
Rusty,Fish Quatro,7922,modern_fish,small_wave_fish,medium,waveRange; surferFit
Rusty,Hatchet,7923,groveller,weak_wave_board,medium,waveRange; surferFit
Rusty,Heckler,7924,fish,weak_wave_board,medium,waveRange; surferFit
Rusty,Hustler,7925,forgiving_daily_driver,hybrid_daily_driver,medium,waveRange; surferFit
Rusty,Illuminati,7926,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Rusty,Keg,7927,high_performance_shortboard,powerful_wave_board,low,waveRange; surferFit
Rusty,Lowrider,7928,mid_length,,medium,waveRange; surferFit
Rusty,Mi Amigo,7929,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Rusty,Mini Tanker,7930,longboard,,medium,waveRange; designData
Rusty,Miso,7931,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit; designData
Rusty,Moby Fish,7932,mini_mal,cruisy_longboard,medium,waveRange
Rusty,Model 8,7933,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Rusty,Neil,7934,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Rusty,New Traveler,7935,travel_step_up,performance_step_up,medium,waveRange; surferFit
Rusty,Not So Moby Fish,7936,fish,weak_wave_board,medium,waveRange; surferFit
Rusty,Panda,7937,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Rusty,SD,7938,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Rusty,SD RT RE,7939,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Rusty,Shiv,7940,groveller,weak_wave_board,medium,waveRange; surferFit
Rusty,Sista Brotha,7941,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Rusty,Slayer,7942,step_up,powerful_wave_board; travel_board,medium,waveRange; surferFit
Rusty,Slayer 2,7943,high_performance_shortboard,performance_daily_driver,medium,waveRange; surferFit
Rusty,Smoothie,7944,mid_length,,low,waveRange; surferFit; designData
Rusty,So Fuunnn,7945,hybrid_daily_driver,one_board_quiver,low,waveRange; designData
Rusty,The Deuce,7946,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Rusty,The Rooster,7947,performance_daily_driver,one_board_quiver,medium,waveRange; surferFit
Rusty,Underdog,7948,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit; designData
Rusty,Utility,7949,longboard,,medium,waveRange; surferFit
Rusty,What,7950,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Rusty,Yeti,7951,mid_length,,low,waveRange; surferFit
Rusty,Zeppelin,7952,longboard,,medium,waveRange; surferFit
Sharp Eye,#77,8019,high_performance_shortboard,powerful_wave_board,medium,waveRange
Sharp Eye,Cheat Code,8020,small_wave_daily_driver,performance_groveller,medium,waveRange; surferFit
Sharp Eye,Disco,8021,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Sharp Eye,Disco II,8022,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Sharp Eye,Disco Inferno,8023,high_performance_shortboard,performance_daily_driver,medium,waveRange; surferFit
Sharp Eye,File Fifty,8024,high_performance_shortboard,powerful_wave_board,medium,waveRange
Sharp Eye,Holy Toledo,8027,high_performance_shortboard,powerful_wave_board,medium,waveRange
Sharp Eye,HT2,8025,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Sharp Eye,HT2.5,8026,high_performance_shortboard,,medium,waveRange; surferFit
Sharp Eye,Inferno 72,8028,performance_daily_driver,high_performance_shortboard,medium,waveRange
Sharp Eye,Inferno FT,8029,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Sharp Eye,Maguro,8030,performance_step_up,barrel_board,medium,waveRange; surferFit
Sharp Eye,Modern 2,8031,hybrid_daily_driver,one_board_quiver,medium,waveRange; surferFit
Sharp Eye,Modern 2.5,8032,performance_fish,modern_fish,medium,waveRange; surferFit
Sharp Eye,Okay,8033,high_performance_shortboard,powerful_wave_board,medium,waveRange
Sharp Eye,Radar,8034,hybrid_daily_driver,one_board_quiver,medium,surferFit
Sharp Eye,SB-1,8035,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Sharp Eye,Storms,8036,high_performance_shortboard,powerful_wave_board,medium,waveRange; surferFit
Sharp Eye,Synergy,8037,high_performance_shortboard,performance_daily_driver,medium,
Sharp Eye,Zipper,8038,performance_groveller,small_wave_speed_board,medium,waveRange; surferFit
Simon Anderson,5 Spark,8069,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Simon Anderson,Alley,8070,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Simon Anderson,Alley Grom,8071,youth,,medium,waveRange; surferFit
Simon Anderson,Big S,8072,mid_length,,low,waveRange; surferFit; designData
Simon Anderson,DSC & DSC VEE,8084,mid_length,,low,waveRange; surferFit
Simon Anderson,DTS,8073,fish,weak_wave_board,medium,waveRange; surferFit
Simon Anderson,Early Bird,8074,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Simon Anderson,Face Dancer,8085,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Simon Anderson,Face Dancer Step Up,8075,step_up,powerful_wave_board; travel_board,medium,surferFit
Simon Anderson,Fusion,8076,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Simon Anderson,Mollusc,8087,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Simon Anderson,Mollusc Robo,8086,mid_length,,low,waveRange; surferFit
Simon Anderson,Nomad,8077,fish,weak_wave_board,medium,waveRange; surferFit; designData
Simon Anderson,Nxfc,8088,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Simon Anderson,Spudnick,8078,fish,weak_wave_board,medium,waveRange; surferFit
Simon Anderson,Spudster,8079,groveller,weak_wave_board,low,waveRange; surferFit
Simon Anderson,SXE3,8080,step_up,powerful_wave_board; travel_board,medium,waveRange; surferFit
Simon Anderson,T&T,8082,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Simon Anderson,Three Peat,8081,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Simon Anderson,Varmit,8089,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
Simon Anderson,XFC,8083,hybrid_daily_driver,one_board_quiver,low,waveRange; surferFit
